plan_id,institution_id,institution_name,state,city,control,institution_type,system_affiliation,enrollment,plan_type,document_type,organizing_structure,framework_alignment,recency_year,published_revised,version,file_format,source_url,landing_page_url,evidence_quote,verification,date_accessed,catalog_notes,source_lane,identifies_essential_functions,business_impact_analysis,orders_of_succession,delegations_of_authority,alternate_facilities,continuity_communications,vital_records,defines_rto,tt_e_program,devolution,reconstitution,addresses_academic_continuity,addresses_it_dr,references_fcd1,references_nist80034,references_iso22301,public_redacted_version,flags_present_count,has_deep,benchmark_present,benchmark_band
california-state-university-maritime-academy-template,california-state-university-maritime-academy,California State University Maritime Academy,CA,Vallejo,public,specialized institution,California State University,800,Continuity of Operations Guide/Template,template,essential-functions-based,CSU Executive Order 1014 Business Continuity Policy; Federal Preparedness Circular 65; EO 1069 Risk Management,2018,AY 18-19; Version 2.0 (06/2017),2.0,PDF,https://maritime-archive.calpoly.edu/safety/media/business-continuity-plan-template.pdf,https://maritime-archive.calpoly.edu/safety,The purpose of CSU Executive Order 1014 is to maintain an ongoing program on each campus that ensures the continuity of essential functions or operations following a catastrophic event or disruption of services. A business continuity plan (BCP) is a process of developing and documenting arrangements and procedures that enable an organization to respond to an event and return to performing its essential functions as quickly as possible.,opened-and-confirmed,2026-06-17,"Cal Maritime's own Department Business Continuity Plan guide/template, published by Safety & Risk Management for campus departments to complete. References EO 1014 and Federal Preparedness Circular 65; Cal Maritime uses the term Critical Function for Essential Functions. Plan tested in part annually and fully every seven years. Hosted on the official maritime-archive.calpoly.edu domain following the Cal Maritime/Cal Poly integration.",west_pacific,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,4,True,17,15-19
california-state-university-bakersfield,california-state-university-bakersfield,"California State University, Bakersfield",CA,Bakersfield,public,regional public university,California State University,11000,Business Continuity Plan (BCP),full-coop,essential-functions-based,CSU Executive Order 1014; coordinates with campus Emergency Operations Plan (EOP),2023,"Rev: July 13, 2023 (effective date September 20, 2010)",,PDF,https://www.csub.edu/safety-risk-management/_files/2023-business-continuity-program-srm.pdf,https://www.csub.edu/safety-risk-management,"This Business Continuity Plan (BCP) was designed to facilitate the continuing operation of the University following a natural or man-made disaster, or other business-interrupting event. The BCP defines the groups who will be responsible for the post-disaster evaluation of the status of critical University systems and the planning and design for post-disaster University operations.",opened-and-confirmed,2026-06-17,"50-page full BCP with appendices for Order of Succession (Appendix A), Delegations of Authority (section 3.0), Essential Activities & Functions (Appendix D), alternate facility (4.5.6), testing intervals, and after-action reports. Classes incidents into single-building, catastrophic, and communicable-disease scenarios.",west_pacific,True,False,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,9,True,22,20-22
california-state-university-chico,california-state-university-chico,"California State University, Chico",CA,Chico,public,regional public university,California State University,14000,Business Continuity Program,business-continuity-framework,essential-functions-based,CSU Business Continuity Program Executive Order 1014,,,,PDF,https://www.csuchico.edu/risk/_assets/documents/continuity-program.pdf,https://www.csuchico.edu/risk,Per the CSU Business Continuity Program Executive Order 1014 the elements of a Business Continuity Program are: 1. Identifying Departments That Perform Essential Services 2. Establishing and Maintaining a Framework for Business Continuity 3. Training 4. Completing a Business Impact Analysis and Risk Assessment 5. Creation of Departmental Business Continuity Plans 6. Business Continuity Plan Review 7. Business Continuity Plan Testing,opened-and-confirmed,2026-06-17,Program overview document presenting the seven EO 1014 elements; uses the Chico Ready (Kuali Ready) software framework. EO 1014 requires a portion of each plan tested every year and the entire plan tested once every 7 years.,west_pacific,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,True,9,5-9
california-state-university-east-bay,california-state-university-east-bay,"California State University, East Bay",CA,Hayward,public,regional public university,California State University,13000,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,California EO S-04-06; CSU System Continuity Program Policy (EO 1014),,,,HTML,https://www.csueastbay.edu/riskmanagement/business-continuity.html,https://www.csueastbay.edu/riskmanagement,"The Business Continuity Plan (BCP) establishes the basis by which CSUEB will prepare, organize, and respond to a disruption in operation of essential functions. CSUEB's Department BCPs may include several elements, such as the below... Business Impact Analysis (BIA) Summary, which include a list of the Department's main essential function(s)... Order of Succession and Delegations of Authority, identifying a list of primary University personnel, including successors, to ensure there is no lapse in the decision making authority",opened-and-confirmed,2026-06-17,"Risk Management business continuity program covering the Hayward and Concord campuses. Department BCP elements explicitly include BIA summary, personnel accountability, and orders of succession and delegations of authority. References EO S-04-06 and EO 1014.",west_pacific,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,6,False,,
csu-fullerton-continuity-program-2026,california-state-university-fullerton,"California State University, Fullerton",CA,Fullerton,public,HSI,California State University System,45000,Continuity of Operations Plan (COOP),full-coop,essential-functions-based,CSU Policy/Executive Order 1014 (CSU System Continuity Program),2026,"January 1, 2026",,PDF,https://police.fullerton.edu/documents/csuf-continuity-program-2026-accessible.pdf,https://police.fullerton.edu,"This program encompasses academic, business, and information technology (IT) continuity of operations plans (COOPs) which support the safety of students, staff, and faculty while also enabling the earliest possible recovery and return to regular university operations after an emergency.",opened-and-confirmed,2026-06-17,"CSU Fullerton Continuity Program dated January 1, 2026 (82 pages). Comprehensive program with Delegation of Authority, Risk Assessment, Business Impact Analysis with RTO, Essential Functions & Critical Systems, business-unit COOPs, a Multi-Year Training & Exercise Plan, a Crisis Communication Plan, a Business Unit Continuity Plan Template (Appendix D), and CSU Policy 1014 (Annex C). Covers academic, business and IT continuity.",minority_serving,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,9,True,20,20-22
csu-long-beach-academic-continuity,california-state-university-long-beach,"California State University, Long Beach",CA,Long Beach,public,HSI,California State University System,39000,Continuity of Instruction / Academic Continuity Plan,academic-continuity,departmental,,,,,HTML,https://www.csulb.edu/academic-continuity,https://www.csulb.edu/academic-continuity/academic-continuity/additional-continuity-resources,"this guide was created in case circumstances might require a class to temporarily be offered in an alternative mode with minimal notice. This pertains to a campus closure, increased absenteeism during a flu outbreak, or a family emergency.",opened-and-confirmed,2026-06-17,CSULB 'Academic Continuity' Resource Center providing faculty guidance and tools (including a 'Loss of Instructional Time' resource) to shift a class to an alternative instructional mode on short notice during a campus closure or other disruption.,minority_serving,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,False,,
california-state-university-monterey-bay,california-state-university-monterey-bay,"California State University, Monterey Bay",CA,Seaside,public,HSI,California State University,7000,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,CSU System Continuity Program Policy,,,,HTML,https://csumb.edu/risk/continuity-planning,https://csumb.edu/risk,"Continuity is more than just the ability to recover from a disaster; it's the ability to continue operating before, during, and after an incident. That's why it's critical to understand, anticipate, and plan for events that threaten our mission so that Cal State Monterey Bay remains viable.",opened-and-confirmed,2026-06-17,"Continuity planning program using the OtterReady (Kuali Ready) system. Links to an Enterprise Continuity of Operations Plan (E-COOP), CSU System Continuity Program Policy, Continuity Advisory Group Charge, Critical Functions Summary Guide, and After Action Report Survey. Continuity covers instruction, research, and essential services. CSUMB is a federally designated Hispanic-Serving Institution.",west_pacific,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,,
sacramento-state,california-state-university-sacramento,"California State University, Sacramento",CA,Sacramento,public,regional public university,California State University,31000,Business Continuity Program,business-continuity-framework,essential-functions-based,CSU Chancellor's Office Executive Order #1014,,,,HTML,https://www.csus.edu/administration-business-affairs/risk-management-services/business-continuity-planning.html,https://www.csus.edu/administration-business-affairs/risk-management-services,"The CSU Chancellor's Office, in Executive Order #1014, delegates each campus the responsibility for implementing and maintaining an ongoing business continuity program to ensure the continuity of essential functions or operations following or during the recovery phase of a catastrophic event.",opened-and-confirmed,2026-06-17,"Risk Management Services business continuity program using the Sac State Ready web-based Business Continuity Planner database for all campus departments to enter, store, and update continuity plans. Page also documents a separate Emergency Action Program (8 CCR 3220).",west_pacific,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,,
california-state-university-stanislaus,california-state-university-stanislaus,"California State University, Stanislaus",CA,Turlock,public,regional public university,California State University,10000,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,CSU System Continuity Program Executive Order 1014,2026,"Updated: January 28, 2026",,HTML,https://www.csustan.edu/safety-risk-management/business-continuity,https://www.csustan.edu/safety-risk-management,"The Campus Continuity Program provides a structured framework to help Stan State sustain and restore essential functions during and after adverse events. This is achieved through continuity of operations and departmental business continuity plans, which outline strategies to mitigate disruptions, maintain critical services, and recover swiftly.",opened-and-confirmed,2026-06-17,"Campus Continuity Program page linking to a public Continuity of Operations (COOP) PDF, StanReady (Kuali Ready) guide, Academic Continuity Planning Guide, Guide to Critical Functions, and Annual Review Checklist hosted on official Stan State SharePoint. Each business unit must align its plan with the University's essential functions.",west_pacific,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,,
canada-college,ca-ada-college,Cañada College,CA,Redwood City,public,community college,San Mateo County Community College District / California Community Colleges,,Continuity of Instruction / Academic Continuity Plan,academic-continuity,phase-based,,2025,Draft 1.16.2025,Draft 1.16.2025,PDF,https://canadacollege.edu/academics/docs/3-officeofinstruction-progress/instructional_continuity_plan_during_emergency_1.16.2025.pdf,https://canadacollege.edu,"This plan ensures that instructional activities continue uninterrupted during emergencies that disrupt normal college operations. Cañada College has developed strategies to maintain academic integrity, support faculty and students, and ensure equitable access to learning.",opened-and-confirmed,2026-06-17,"8-page Emergency Instructional Continuity Plan posted by the Office of Instruction. Covers transition to Canvas/Zoom remote learning, equitable technology access, alternative assessments, technology-failure backups, clear communication channels, and a recovery/resumption of on-campus instruction phase. Document is marked DRAFT (1.16.2025).",community_colleges,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,3,True,5,5-9
chabot-las-positas-ccd,chabot-las-positas-community-college-district,Chabot-Las Positas Community College District,CA,Dublin,public,community college,California Community Colleges,,IT Disaster Recovery Plan,it-dr,phase-based,,2021,April 2021,April 2021,PDF,https://www.clpccd.org/tech/files/docs/planning/clpccd-its-disaster-recovery-plan-2021-april.pdf,https://www.clpccd.org,"The primary objective of the CLPCCD Disaster Recovery plan is to protect and safeguard the District’s Information Technology resources, including the network infrastructure, servers, applications, and data, and to ensure the ability to function effectively and ensure business continuity in the event of a disruption to normal operating procedures.",opened-and-confirmed,2026-06-17,"34-page districtwide ITS Disaster Recovery Plan covering Chabot College (Hayward), Las Positas College (Livermore), the EDCE site (Pleasanton), and the District Office (Dublin). Documents response, recovery, resumption, restoration, return, and a defined reconstitution mechanism. Marked 'Limited Distribution Only' but publicly posted on the district site.",community_colleges,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,3,True,11,10-14
orange-coast-college,orange-coast-college,Orange Coast College,CA,Costa Mesa,public,community college,Coast Community College District / California Community Colleges,,IT Disaster Recovery Plan,it-dr,departmental,,2016,2016 (Accreditation Midterm Report exhibit),v5,PDF,https://orangecoastcollege.edu/about_occ/Accreditation/2016_Midterm_Report/120_Coast%20Community%20College%20District%20IT%20Disaster%20Recover%20Plan%20for%20OCCv5_Security_Standards_and_Protocols.pdf,https://orangecoastcollege.edu,"The IT Disaster Recover (DR) plan for the Orange Coast College (OCC), a member of the Coast Community College District (CCCD), sets the direction and priorities on how the CCCD IT organization will proactively protect the OCC IT assets prior to a disaster; how best to operate during and after a disaster and how best to protect the mission critical services that will provide OCC with the best chance of survival.",opened-and-confirmed,2026-06-17,"IT Disaster Recovery Plan plus IT Security Standards and Protocols, published as Exhibit 120 in OCC's 2016 Accreditation Midterm Report. Covers enterprise backup/offsite tape vaulting, dual data centers with CRAC/UPS/generator redundancy, network/telecom recovery, and annual DR testing by the Infrastructure Emergency Response Team (IERT).",community_colleges,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,5,True,15,15-19
san-diego-state-university-business-continuity-plan,san-diego-state-university,San Diego State University,CA,San Diego,public,HSI,California State University System,37000,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,CSU Executive Order 1014; Federal Preparedness Circular 65,,,,DOCX,https://bfa.sdsu.edu/safety/emergency/BusContPlan.doc,https://bfa.sdsu.edu/safety/emergency,A business continuity plan (BCP) is a process of developing and documenting arrangements and procedures that enable an organization to respond to an event and return to performing its essential functions as quickly as possible,opened-and-confirmed,2026-06-17,"SDSU departmental Business Continuity Plan template/document required under CSU Executive Order 1014. Defines essential functions per Federal Preparedness Circular 65, includes Essential Functions Worksheets with maximum downtime (RTO), Key Personnel and Vendor contact appendices, plan maintenance/review log, and BCP Coordinator approval. Note: cites FPC-65 (an essential-functions framework), not FCD-1.",minority_serving,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3,False,,
san-jose-state-university,san-jose-state-university,San Jose State University,CA,San Jose,public,regional public university,California State University,36000,Business Continuity Plan (BCP),business-continuity-framework,phase-based,CSU Chancellor's Office Executive Order #1014; three-phase inception cycle,,BCP Inception Cycle 2009-2011,3.0,PDF,https://www.sjsu.edu/adminfinance/docs/BCP_Master_Plan.pdf,https://www.sjsu.edu/adminfinance,SJSU Business Continuity Planning (BCP) is the creation of a logistical plan for how the University will partially or completely restore certain interrupted essential/critical departments (functions) within a predetermined time after a disaster or disruption.,opened-and-confirmed,2026-06-17,"Detailed BCP Master Plan covering Business Impact Analysis, risk/vulnerabilities assessment, recovery requirements, six-step chain-of-command/succession (Presidential Directive 2009-03), delegation of authority to VP Admin/Finance, vital records, recovery time objectives, alternate work sites, testing tiers (walk-through to live simulation), records retention (4 years), and training. Entire plan tested once every 7 years.",west_pacific,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,12,True,21,20-22
uc-davis,university-of-california-davis,"University of California, Davis",CA,Davis,public,R1 university,University of California,40000,Continuity of Operations Plan (COOP),business-continuity-framework,essential-functions-based,UC Davis PPM 390-10 Campus Emergency Policy; UC Ready systemwide program,,,,HTML,https://safetyservices.ucdavis.edu/units/emergency-preparedness/planning,https://safetyservices.ucdavis.edu/units/emergency-preparedness,"Per PPM 390-10, Campus Emergency Policy, each unit and department at UC Davis must sustain ""a program to create, maintain, update, and annually test Continuity of Operations (COOP) (i.e., mission continuity) plans.""",link-only,2026-06-17,"Safety Services Emergency Preparedness planning program. COOP/mission-continuity plans are mandated for each unit by PPM 390-10 and address communication, relocation, changing operational status, and information system outages, using the UC Ready tool. Quote taken from the official UC Davis Safety Services search-result snippet; full page bytes not rendered in this session due to fetch rate limits.",west_pacific,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,5,False,,
uc-los-angeles,university-of-california-los-angeles,"University of California, Los Angeles",CA,Los Angeles,public,R1 university,University of California,47000,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,UC Ready systemwide continuity program; business impact analysis,2025,Modified 2025-09-15,,HTML,https://irm.ucla.edu/uc-ready,https://irm.ucla.edu,A business continuity plan is used once life and safety are secure and is used to help you to continue your operations. These plans also work with IT disaster recovery plans which are plans and procedures to restore IT services (e.g. applications and infrastructure) as part of the overall campus business continuity plan.,opened-and-confirmed,2026-06-17,"Insurance & Risk Management business continuity program using UC Ready (Fusion) tool across 10 UC campuses and 5 medical centers. Three-step process: business impact analysis (priorities), strategies, and plans. IT Disaster Recovery templates available. Provides a downloadable sample Business Continuity Plan.",west_pacific,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4,False,,
uc-merced,university-of-california-merced,"University of California, Merced",CA,Merced,public,R1 university,University of California,9000,Continuity Plan,business-continuity-framework,essential-functions-based,UC Ready systemwide continuity program,,,,HTML,https://risk.ucmerced.edu/business-continuity,https://risk.ucmerced.edu,"Key essential functions that continuity planning prepares the University for in the event of an incident are communication, relocation, system outages, and change in operational status.",link-only,2026-06-17,Risk Services business continuity program using the UC Ready tool. Quote taken from the official UC Merced Risk Services search-result snippet; full page bytes not rendered in this session due to fetch rate limits.,west_pacific,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3,False,,
uc-san-diego,university-of-california-san-diego,"University of California, San Diego",CA,La Jolla,public,R1 university,University of California,42000,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,UC Ready systemwide continuity program,2026,"Last Updated: May 20, 2026",,HTML,https://blink.ucsd.edu/safety/emergencies/continuity.html,https://blink.ucsd.edu/safety/emergencies/index.html,"Business continuity planning helps an organization continue to provide essential functions or quickly resume essential functions in the event of a disruption. Examples of disruptions may range from earthquakes, wildfires, power outages, hazardous material spills, to gas and water leaks. Continuity planning prepares UC San Diego to continue its mission of teaching, research, public service, and patient care despite adverse events.",opened-and-confirmed,2026-06-17,"Emergency Management & Mission Continuity program using the systemwide UC Ready tool; offers a downloadable essential-function-based Business Continuity Plan template (Excel). Plans identify departmental essential functions and resources (IT, facility, personnel, equipment).",west_pacific,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,,
uc-san-francisco,university-of-california-san-francisco,"University of California, San Francisco",CA,San Francisco,public,specialized institution,University of California,3300,Business Continuity Plan (BCP),business-continuity-framework,essential-functions-based,UCSF Mission Continuity Program (UC Ready),,,,HTML,https://beready.ucsf.edu/business-continuity-plans,https://beready.ucsf.edu,"The mission continuity planning process begins with determining core essential functions and the departments that comprise them. These are functions that must be recovered within days or weeks of a disaster or major disruption in order to prevent irreparable harm to the University's ability to provide critical patient care, administrative, academic, research or service functions or the University's reputation.",opened-and-confirmed,2026-06-17,"Enterprise Emergency Management (Be Ready) Mission Continuity Program. Continuity measures include resuming functions at alternate locations, offsite data backup, and maintaining critical contact information. Health-sciences focused (patient care, research). Departmental essential-staffing plans.",west_pacific,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,4,False,,
